oylik_daromad,oylik_xarajat,qarz_miqdori,kredit_oylik_tolovi,biznes_yoshi,kech_tolovlar,soliq_qarzi,soha,hudud,naqd_ulushi,mavsumiylik,xodimlar_soni,import_bogliq,valyuta_kurs_xavfi,risk_score,bankrot
54841697,47710538,29592605,246216,0,4,25400150,Savdo,Toshkent,0.62,0,89,0,0.1,58,1
62231039,47395994,3794557,28933,1,8,13578721,Savdo,Viloyat,0.89,1,78,1,0.55,49,0
119224768,66417701,10405568,82965,5,1,58648537,Savdo,Toshkent,0.83,0,86,1,0.88,31,0
416006899,339905169,75209662,603108,6,3,0,Ishlab chiqarish,Viloyat,0.43,0,19,1,0.58,30,0
393739173,412862745,95392875,1185535,5,5,0,Ishlab chiqarish,Toshkent,0.75,0,49,0,0.31,84,1
125701338,72234835,34282265,385619,2,10,0,Ishlab chiqarish,Viloyat,0.86,0,35,0,0.4,29,0
175527532,116648153,68670469,500379,7,6,12711488,Savdo,Toshkent,0.35,0,85,1,0.67,42,1
66051896,60110366,30370376,239800,10,4,0,Xizmat,Viloyat,0.58,1,103,0,0.15,33,1
186478462,109788557,100045506,1005380,12,9,15194864,Savdo,Viloyat,0.65,0,58,1,0.45,49,0
25246191,13892069,2422662,16721,3,2,0,Xizmat,Toshkent,0.26,1,20,0,0.09,26,0
335683983,273914824,152093845,1223576,13,7,0,Ishlab chiqarish,Viloyat,0.4,0,11,0,0.29,44,0
158857942,140982458,3149018,38397,13,5,0,Savdo,Toshkent,0.62,1,81,0,0.53,30,0
44243562,38269912,11837890,86603,5,3,0,Xizmat,Toshkent,0.76,1,6,1,0.63,26,0
272206818,255138870,92660008,726085,15,0,0,Ishlab chiqarish,Toshkent,0.57,1,1,0,0.31,36,0
153703626,117987394,43135322,400855,13,3,26880997,Xizmat,Viloyat,0.87,0,55,0,0.51,23,0
224108985,125843200,38319217,282048,8,9,0,Savdo,Viloyat,0.66,1,60,1,0.4,28,0
93021695,68843353,20908240,112310,11,1,0,Ishlab chiqarish,Viloyat,0.26,1,60,1,0.6,26,0
82193706,48427016,18066957,129627,12,5,19904095,Savdo,Viloyat,0.84,1,85,1,0.89,43,0
59719956,40531870,3051436,35778,7,4,19507815,Xizmat,Viloyat,0.9,0,37,0,0.22,17,0
64765534,60201846,37935768,388730,4,9,49516355,Xizmat,Viloyat,0.67,1,93,1,0.42,99,1
67106258,40384926,374672,4386,15,0,33140460,Ishlab chiqarish,Viloyat,0.73,0,39,0,0.07,17,0
113804798,102979422,32884918,247461,7,0,3879690,Ishlab chiqarish,Viloyat,0.79,0,36,0,0.07,15,0
251863604,209874607,145091660,879366,6,7,23368622,Savdo,Toshkent,0.35,0,111,0,0.2,54,0
113951032,81895571,54044532,461278,6,1,18521551,Ishlab chiqarish,Viloyat,0.93,0,71,1,0.95,40,0
29709734,30222952,11453430,61395,5,10,0,Xizmat,Toshkent,0.38,1,5,1,0.92,100,1
122612762,83690758,17844889,103649,12,8,0,Savdo,Viloyat,0.75,1,5,1,0.75,41,0
206368839,152860401,84156529,452419,14,4,5322568,Xizmat,Toshkent,0.7,1,34,0,0.36,24,0
69763146,40408396,11152798,122173,13,6,0,Savdo,Viloyat,0.36,1,58,0,0.52,35,0
69726517,73004230,30437433,205553,6,3,0,Savdo,Toshkent,0.53,0,30,1,0.35,98,1
115666447,67533058,56049716,562036,14,6,10529086,Savdo,Viloyat,0.9,0,79,1,0.59,49,0
128277706,94296627,5032979,60706,15,2,0,Ishlab chiqarish,Toshkent,0.66,1,28,1,0.42,16,0
53459242,41656849,35421217,389515,2,7,0,Savdo,Toshkent,0.89,0,21,0,0.44,50,1
159115994,144971563,102057679,708492,15,10,43685418,Xizmat,Toshkent,0.79,0,42,0,0.25,56,0
221252090,188143950,133544634,1594849,4,10,0,Xizmat,Toshkent,0.63,1,44,1,0.52,56,0
208123958,150186630,57430150,517062,7,7,0,Xizmat,Toshkent,0.76,0,58,0,0.5,14,0
40043498,23744846,1321531,11869,1,10,5961620,Savdo,Toshkent,0.74,1,110,0,0.02,38,1
186855657,112446838,127087463,1223773,15,1,0,Savdo,Toshkent,0.47,0,19,0,0.1,36,0
65209078,50680609,7465450,57524,10,10,55419173,Xizmat,Viloyat,0.51,1,76,1,0.36,39,0
237348969,153743033,162183726,1169053,10,0,19183960,Savdo,Toshkent,0.26,1,3,1,0.93,54,0
178410771,166453256,85467376,473086,15,4,0,Savdo,Viloyat,0.8,1,51,0,0.17,55,1
220103170,141414804,141943946,1214506,0,6,6405847,Ishlab chiqarish,Viloyat,0.5,0,45,0,0.09,66,1
21754694,18194588,14123419,86602,6,0,11176036,Savdo,Toshkent,0.9,1,41,1,0.3,49,0
161764703,154676498,73121984,460134,1,6,0,Xizmat,Toshkent,0.78,0,43,0,0.16,66,0
458966795,330374037,62498531,651790,8,9,0,Ishlab chiqarish,Toshkent,0.85,0,91,1,0.65,24,0
47162830,30016683,2517957,26737,4,6,37469632,Savdo,Toshkent,0.33,1,69,1,0.93,60,1
6363709,5354581,2364670,16472,0,0,54325539,Xizmat,Viloyat,0.94,0,23,0,0.21,47,0
74742287,60570438,40596786,495208,3,9,0,Xizmat,Viloyat,0.86,1,28,0,0.15,37,0
189928628,192792941,107511820,681930,9,2,42052789,Savdo,Toshkent,0.73,0,69,1,0.26,100,1
34753086,29800724,3732376,39946,5,8,0,Xizmat,Toshkent,0.68,0,15,0,0.33,46,0
90407052,68810992,1324982,13463,5,8,0,Savdo,Toshkent,0.25,0,70,1,0.25,33,1
252580583,173036995,156702797,1840252,13,9,0,Ishlab chiqarish,Toshkent,0.5,0,8,0,0.0,47,1
114068567,105871971,74543086,852285,6,3,55664019,Ishlab chiqarish,Viloyat,0.87,1,53,1,0.67,79,1
54612067,32897076,16593188,120885,5,3,0,Savdo,Viloyat,0.3,0,13,0,0.0,31,0
273815373,213724755,115019060,1313636,12,7,34085229,Ishlab chiqarish,Toshkent,0.91,0,13,0,0.18,46,0
8291293,8433622,3033391,34648,14,9,30836243,Xizmat,Toshkent,0.3,0,15,0,0.14,100,1
280483445,213027071,167521586,1645796,0,2,48076546,Ishlab chiqarish,Toshkent,0.71,0,49,0,0.16,46,0
221794889,185725067,14625277,108629,10,5,15999884,Xizmat,Toshkent,0.67,0,86,1,0.71,32,0
328736464,326533014,133313189,1274303,13,9,0,Ishlab chiqarish,Toshkent,0.35,1,98,1,0.72,100,1
407231351,317087500,195552966,1708199,12,4,0,Ishlab chiqarish,Toshkent,0.85,1,103,0,0.38,22,0
76621031,51433087,44993937,400104,12,4,0,Ishlab chiqarish,Viloyat,0.76,0,34,0,0.11,27,0
23591549,14991265,13800725,171120,12,4,0,Ishlab chiqarish,Viloyat,0.57,1,3,1,0.35,34,0
162480661,118494648,11871203,79071,10,7,0,Savdo,Viloyat,0.64,0,80,1,0.65,31,0
365988355,381405247,60605358,370924,0,3,4081925,Ishlab chiqarish,Toshkent,0.89,0,93,0,0.43,88,1
74519459,73380755,31112481,306080,3,8,0,Ishlab chiqarish,Viloyat,0.5,1,106,1,0.98,100,1
124523330,99783882,41826970,435318,1,0,0,Xizmat,Viloyat,0.58,1,55,1,0.34,16,0
50992036,51474777,10815985,132679,8,10,24014588,Ishlab chiqarish,Toshkent,0.28,1,72,1,0.7,100,1
19235581,18152593,1697197,12605,10,6,0,Savdo,Viloyat,0.86,0,24,1,0.7,73,0
182559668,121941811,119085332,1173749,15,6,21372505,Savdo,Toshkent,0.43,1,88,1,0.84,69,1
44428578,42742279,7207745,48213,10,5,0,Xizmat,Viloyat,0.93,1,22,1,0.87,87,1
27716846,20709839,12774373,154554,7,10,10609075,Ishlab chiqarish,Toshkent,0.75,1,64,0,0.04,36,0
405625503,288193881,191688365,1755113,4,5,7805050,Ishlab chiqarish,Toshkent,0.46,1,15,1,0.69,57,0
104237662,80712611,3994115,47417,8,7,31474673,Xizmat,Viloyat,0.5,0,35,0,0.35,36,0
100282261,81676110,52181366,547479,9,9,0,Xizmat,Toshkent,0.57,1,34,1,0.84,38,0
45626368,36234873,17065215,113771,6,3,0,Ishlab chiqarish,Toshkent,0.31,0,55,1,0.41,26,0
134832369,106512112,44852322,227505,10,2,9202524,Savdo,Toshkent,0.47,0,89,0,0.24,23,0
117855269,93260696,66475545,587572,15,3,20631850,Xizmat,Toshkent,0.33,1,112,1,0.67,46,0
107085868,80180034,69873497,866572,12,10,54275497,Ishlab chiqarish,Viloyat,0.35,1,34,1,0.86,77,0
206791944,174308780,4196883,22146,0,8,16700289,Xizmat,Toshkent,0.49,0,21,1,0.7,47,0
155611620,108524247,30166051,363021,11,7,12455252,Ishlab chiqarish,Viloyat,0.78,1,106,0,0.16,29,0
180310822,130592770,65620427,793407,2,7,51009016,Xizmat,Viloyat,0.29,0,94,0,0.46,47,0
107030407,87788903,47897008,565413,9,4,0,Ishlab chiqarish,Toshkent,0.26,1,102,0,0.05,32,0
148984266,93850847,103758555,1283007,6,8,34740826,Savdo,Viloyat,0.4,0,97,1,0.39,65,0
467483880,372043331,176306595,1245300,5,1,30883234,Ishlab chiqarish,Toshkent,0.87,0,74,0,0.32,17,0
203327087,205829196,83291066,554517,0,7,0,Xizmat,Toshkent,0.83,1,99,0,0.05,100,1
40881831,27413947,16726601,84942,9,2,44373687,Xizmat,Toshkent,0.85,1,45,0,0.29,30,0
42411700,37960262,9740401,87786,10,0,10101908,Ishlab chiqarish,Viloyat,0.34,1,28,1,0.63,55,1
56877084,42716310,36430274,203699,6,5,0,Xizmat,Viloyat,0.67,0,91,0,0.28,39,1
105130506,91088703,21481226,214649,7,9,0,Xizmat,Viloyat,0.52,1,46,1,0.5,40,0
147686673,126526445,68233789,770181,5,8,40896309,Xizmat,Toshkent,0.38,0,99,0,0.26,58,1
128588852,89689776,46917958,367500,2,0,8035901,Xizmat,Toshkent,0.74,1,42,1,0.3,11,0
253587896,144906932,66265936,393175,6,0,0,Ishlab chiqarish,Viloyat,0.25,1,63,1,0.67,21,0
185820869,126664528,33710533,236965,6,0,39610713,Xizmat,Toshkent,0.41,1,74,1,0.82,25,0
359109440,288303169,191933926,1360168,11,1,0,Ishlab chiqarish,Toshkent,0.44,1,107,0,0.25,22,0
43997120,26910527,8188631,53013,3,6,57313981,Xizmat,Viloyat,0.64,0,100,0,0.23,37,0
175110324,144323890,54324690,576145,9,7,0,Savdo,Toshkent,0.41,1,107,0,0.12,25,0
181680002,182874031,119809912,912747,5,8,9570895,Savdo,Toshkent,0.54,0,18,1,0.73,100,1
66400593,44244167,3950487,20784,8,1,0,Xizmat,Toshkent,0.34,1,91,0,0.25,11,0
72885701,45901994,18940223,205612,9,1,0,Ishlab chiqarish,Viloyat,0.29,1,19,0,0.35,24,0
104729258,109073615,63453897,590598,9,2,13450182,Ishlab chiqarish,Viloyat,0.3,1,2,1,0.38,100,1
132334558,79922284,76741611,413417,6,0,0,Ishlab chiqarish,Toshkent,0.55,1,20,1,0.54,22,0
232387429,196896851,126791268,858800,6,6,0,Savdo,Toshkent,0.34,1,2,0,0.23,52,1
11296500,9008579,1079866,13136,14,1,0,Xizmat,Viloyat,0.81,0,84,0,0.01,24,0
278800665,224339198,172638850,1711393,10,4,50894199,Ishlab chiqarish,Viloyat,0.27,1,102,0,0.1,57,1
173679809,165668226,117249350,1003033,4,3,51974300,Xizmat,Toshkent,0.42,0,38,1,0.44,83,1
37234878,20765831,8922402,58977,8,4,50788590,Xizmat,Toshkent,0.35,0,103,0,0.42,28,0
150278956,133327710,44252100,428861,2,10,32247141,Savdo,Viloyat,0.34,1,93,1,0.42,69,0
100995769,73260087,27024998,161760,5,6,37271844,Xizmat,Viloyat,0.47,0,97,1,0.75,48,0
152310401,116362091,93696138,1157614,0,8,36266976,Ishlab chiqarish,Viloyat,0.57,0,40,0,0.07,67,1
169518163,95992117,34599190,392624,6,6,0,Xizmat,Toshkent,0.28,1,107,1,0.58,30,0
96709541,77844483,18306469,221217,10,4,0,Xizmat,Toshkent,0.41,1,19,1,0.37,18,0
265754676,237361344,138134109,1588079,0,0,0,Savdo,Toshkent,0.87,0,71,1,0.5,42,0
215647871,162092382,36119053,210726,3,4,8993400,Savdo,Viloyat,0.65,0,103,1,0.64,35,0
168605832,145656520,96826954,584977,1,6,1597697,Savdo,Viloyat,0.77,1,39,1,0.95,71,1
152741584,113678525,4344172,22472,7,3,0,Savdo,Viloyat,0.66,1,114,1,0.88,29,0
197860272,140316644,91709613,840492,4,0,13691129,Savdo,Toshkent,0.6,1,104,1,0.44,32,0
119377624,111178717,23208664,187604,9,9,48248239,Savdo,Toshkent,0.65,1,111,1,0.53,64,0
172202462,170586735,86912720,962632,4,10,15931199,Savdo,Toshkent,0.31,0,77,0,0.3,100,1
60323785,44973856,1422222,10808,14,3,53993764,Xizmat,Toshkent,0.73,0,82,0,0.27,18,0
112762258,78632462,12587566,71878,3,8,8797738,Savdo,Viloyat,0.64,1,9,0,0.52,41,0
203903451,141393248,123645889,986925,1,4,29619953,Ishlab chiqarish,Viloyat,0.67,0,4,0,0.03,63,1
28520935,26002626,14886397,94057,2,5,0,Savdo,Viloyat,0.76,1,4,0,0.07,75,1
7887715,6031669,4148946,27727,9,6,0,Xizmat,Viloyat,0.89,1,113,0,0.49,49,1
67740422,47413071,39130403,203033,6,4,0,Xizmat,Viloyat,0.25,1,34,0,0.18,33,0
62842473,47440798,7437648,89634,5,6,0,Ishlab chiqarish,Viloyat,0.34,1,66,0,0.41,33,0
48916255,33655898,2622492,31337,8,9,20693217,Xizmat,Viloyat,0.54,1,60,0,0.49,36,0
352885274,230732887,3716345,30086,9,2,0,Ishlab chiqarish,Toshkent,0.46,1,41,0,0.44,15,0
105183042,107679786,11104291,83527,5,5,0,Xizmat,Viloyat,0.67,1,3,0,0.46,95,1
173804737,103234922,15052768,150969,4,7,0,Ishlab chiqarish,Viloyat,0.63,0,110,0,0.43,29,0
308478432,247197681,38602704,211766,12,6,0,Ishlab chiqarish,Viloyat,0.54,0,45,0,0.32,28,0
63332880,60646854,16450650,106444,0,1,48528716,Savdo,Toshkent,0.76,0,7,0,0.05,81,1
156607931,142006588,70364259,618450,3,9,0,Savdo,Toshkent,0.36,0,11,1,0.29,65,1
9510270,9600539,3161125,18574,13,0,0,Xizmat,Toshkent,0.77,1,114,1,0.77,80,1
159187082,133863156,31746160,391632,3,1,14826642,Xizmat,Toshkent,0.86,0,44,0,0.29,13,0
433371684,340748940,50499696,452660,4,7,0,Ishlab chiqarish,Toshkent,0.77,1,92,0,0.24,24,0
192731713,116705623,83047829,1023116,8,7,0,Xizmat,Toshkent,0.72,1,69,1,0.92,38,0
18737815,14233481,11323333,133021,11,7,0,Xizmat,Toshkent,0.63,1,2,1,0.85,74,1
88297715,91123628,10029603,112149,11,7,18420226,Savdo,Toshkent,0.95,1,86,1,0.28,100,1
87263240,75035205,7232021,67514,2,5,0,Xizmat,Viloyat,0.74,0,108,0,0.51,35,0
184558560,121585852,47022766,580457,9,3,0,Savdo,Toshkent,0.79,0,80,0,0.36,12,0
106048674,73854148,4896361,25347,0,5,0,Savdo,Toshkent,0.55,0,6,1,0.33,39,1
167504444,150610438,47403073,519367,7,4,0,Xizmat,Viloyat,0.68,1,12,1,0.9,37,1
314910484,316813168,92718394,998141,3,5,0,Savdo,Toshkent,0.82,1,71,1,0.63,100,1
200583837,201168823,127435958,952121,3,5,25312238,Savdo,Toshkent,0.51,1,20,1,0.43,100,1
492200324,384373944,78239142,616144,8,6,52886165,Ishlab chiqarish,Toshkent,0.55,1,60,1,0.84,42,0
55937775,44751345,4796783,37808,15,10,0,Savdo,Viloyat,0.62,0,28,1,0.74,37,1
65117439,61090468,40507415,292617,5,6,0,Xizmat,Viloyat,0.84,1,73,1,0.48,89,1
106466812,68454779,38470301,278983,14,10,0,Ishlab chiqarish,Viloyat,0.43,0,19,1,0.56,38,0
112137636,92428877,72283112,619405,15,9,4497594,Savdo,Toshkent,0.34,1,115,0,0.2,50,1
344164090,219639483,167176053,1814075,4,7,14422765,Ishlab chiqarish,Viloyat,0.49,0,96,0,0.14,52,1
130737886,122665583,28760951,290876,14,7,48692923,Xizmat,Viloyat,0.29,1,45,0,0.23,67,1
194272323,158037498,20012731,127220,6,2,0,Ishlab chiqarish,Toshkent,0.84,1,23,1,0.55,20,0
33070781,19429270,10759644,83736,3,6,0,Savdo,Viloyat,0.33,1,100,0,0.23,41,0
86857008,65322911,33650252,176423,6,9,0,Savdo,Viloyat,0.55,0,24,1,0.33,32,1
170560026,94994614,119019984,1389989,1,6,0,Savdo,Viloyat,0.6,0,112,1,0.55,63,0
305515619,229146202,41492901,483525,9,9,0,Savdo,Toshkent,0.26,0,24,1,0.51,40,0
96901030,71548576,15185721,88813,13,3,0,Xizmat,Toshkent,0.45,1,70,0,0.09,11,0
18971368,13752288,9674815,107701,4,7,0,Xizmat,Viloyat,0.67,0,98,0,0.06,37,0
139668412,85049190,37896465,288409,1,2,56730232,Ishlab chiqarish,Toshkent,0.64,1,92,1,0.98,46,0
215455085,187932989,53675981,351071,0,7,0,Savdo,Viloyat,0.69,1,65,1,0.72,59,0
5488157,4377248,1396031,11302,5,9,0,Xizmat,Viloyat,0.63,0,24,0,0.09,41,0
181590419,123395053,72762485,382691,7,3,0,Xizmat,Toshkent,0.49,0,22,1,0.92,39,0
66362638,66557352,37412100,283598,10,4,0,Savdo,Toshkent,0.87,0,29,0,0.06,90,1
411226976,354432753,217348716,1487105,13,2,0,Ishlab chiqarish,Viloyat,0.42,0,45,0,0.16,42,0
93275504,96349774,17594189,123628,12,5,0,Ishlab chiqarish,Toshkent,0.56,1,8,1,0.68,100,1
165301534,139514341,32150922,176564,2,9,14633130,Savdo,Toshkent,0.79,1,44,1,0.39,35,0
68408747,40224805,10969753,94472,15,5,11143153,Savdo,Toshkent,0.91,1,33,1,0.55,32,0
40734425,38014435,754189,7001,10,2,0,Savdo,Viloyat,0.62,1,25,1,0.81,77,1
131995594,129359631,32766323,241928,9,3,0,Savdo,Toshkent,0.35,0,67,1,0.79,88,1
190475548,197506453,49914729,527067,8,10,54545827,Ishlab chiqarish,Toshkent,0.32,0,90,0,0.08,100,1
275697012,152656696,148921198,1284187,6,3,0,Savdo,Toshkent,0.52,0,76,1,0.62,35,0
57075901,51836665,26589294,324396,6,8,12529050,Xizmat,Toshkent,0.48,1,90,1,0.91,59,1
146140967,81692030,51959071,414853,6,10,59713270,Xizmat,Toshkent,0.37,1,95,1,0.69,42,0
124509543,90292020,65801723,592190,5,4,0,Ishlab chiqarish,Toshkent,0.9,1,71,1,0.85,34,0
118133668,70327315,78208599,856141,0,0,41633379,Ishlab chiqarish,Viloyat,0.45,0,51,1,0.46,60,1
4638481,4478555,1112696,12566,15,4,0,Xizmat,Viloyat,0.39,0,3,0,0.2,71,1
59480668,35224516,9143618,71142,14,1,0,Ishlab chiqarish,Toshkent,0.34,1,49,1,0.71,27,0
160060418,91016105,44814032,358590,15,6,0,Savdo,Toshkent,0.83,0,51,0,0.41,20,0
21804999,15542215,7067440,45932,7,10,0,Ishlab chiqarish,Viloyat,0.55,0,112,1,0.58,29,0
176835413,182582351,37094622,446626,3,3,0,Ishlab chiqarish,Viloyat,0.44,1,60,0,0.21,98,1
144604796,144192354,76125214,621556,1,4,0,Xizmat,Viloyat,0.67,0,61,0,0.43,89,1
36722135,29275147,15821623,101509,7,7,21646206,Xizmat,Toshkent,0.87,1,99,1,0.39,41,0
72125397,55118251,16925578,109555,5,5,59662976,Xizmat,Toshkent,0.56,0,99,0,0.31,26,0
158877453,109694870,52004933,337197,0,9,0,Savdo,Viloyat,0.29,0,65,1,0.78,59,0
288500609,197322427,18452260,192749,7,7,0,Ishlab chiqarish,Viloyat,0.67,0,34,1,0.84,35,0
65000385,50557647,43506677,388041,2,8,51495516,Ishlab chiqarish,Viloyat,0.53,1,108,1,0.59,72,1
79293914,77275077,7291989,84414,11,10,0,Xizmat,Viloyat,0.9,0,67,0,0.22,73,1
59337088,60064050,6933895,78515,12,0,0,Savdo,Toshkent,0.48,1,47,1,0.64,85,1
126157668,83761981,21899086,153349,15,10,0,Xizmat,Toshkent,0.4,1,3,0,0.28,23,0
75127204,57120328,46691316,399925,14,8,44422302,Savdo,Toshkent,0.31,0,43,1,0.46,68,1
129772665,84692638,37672618,274448,12,0,50787461,Xizmat,Toshkent,0.74,1,103,0,0.38,8,0
288841306,278505960,140413996,763869,12,10,49539069,Ishlab chiqarish,Viloyat,0.79,0,4,0,0.31,79,1
251277875,146963400,134208571,1252716,5,8,0,Savdo,Toshkent,0.26,0,87,0,0.49,42,0
170807249,153933877,115473019,1243757,13,4,41986467,Xizmat,Toshkent,0.31,0,22,0,0.13,62,1
14575153,13084523,5464131,66403,10,4,0,Xizmat,Toshkent,0.72,0,15,1,0.91,50,0
13390129,11373671,595279,4494,8,3,38675666,Xizmat,Viloyat,0.51,0,85,0,0.1,46,0
288698989,256695917,149623047,1270945,12,10,26293677,Savdo,Toshkent,0.6,0,85,1,0.56,60,0
87610399,85460180,54120363,506398,10,0,14402522,Ishlab chiqarish,Toshkent,0.84,0,100,0,0.08,80,1
222720388,168406267,46513074,388244,2,7,11692725,Xizmat,Toshkent,0.69,0,20,1,0.27,33,0
216017464,175684555,113751802,594515,5,10,44409090,Savdo,Viloyat,0.61,1,81,0,0.25,49,1
131759173,134200619,63217534,657098,12,6,0,Savdo,Viloyat,0.33,1,72,0,0.21,100,1
282733520,262576029,34680428,413433,6,5,54893022,Ishlab chiqarish,Toshkent,0.44,1,81,1,0.93,73,1
219167300,195110051,134246866,1577390,9,2,45132764,Ishlab chiqarish,Viloyat,0.77,0,28,1,0.26,60,1
154282009,85545897,59541097,416606,7,9,26281420,Savdo,Toshkent,0.9,0,1,1,0.87,54,1
121167534,117802811,75605886,552871,2,8,55703960,Xizmat,Toshkent,0.78,1,102,0,0.12,100,1
237912839,230823054,149695473,1362360,7,8,25792610,Savdo,Viloyat,0.65,1,92,1,0.91,100,1
49401042,28120070,13944062,118203,4,5,40022249,Savdo,Toshkent,0.54,0,73,0,0.53,43,0
117790808,120813076,15335971,137000,0,6,28981234,Ishlab chiqarish,Toshkent,0.64,0,10,1,0.97,100,1
103173155,74529843,44074640,415406,6,5,51432018,Ishlab chiqarish,Viloyat,0.82,0,111,0,0.33,47,1
151555208,152795273,46024260,334058,7,1,0,Xizmat,Viloyat,0.28,1,78,1,0.64,94,1
69443866,52168000,1425798,16718,12,2,0,Savdo,Toshkent,0.94,1,102,1,0.29,15,0
223564124,130865156,47029686,241032,4,0,40690646,Savdo,Viloyat,0.47,1,83,1,0.68,36,0
159759334,150645408,105101696,632264,1,8,0,Ishlab chiqarish,Viloyat,0.93,0,44,0,0.18,75,0
182791764,109885717,120696313,1109228,11,6,0,Xizmat,Viloyat,0.91,0,113,0,0.07,39,1
71532759,39442381,30829253,248724,4,10,50159909,Xizmat,Viloyat,0.48,1,109,0,0.24,54,0
65267156,41228178,10304171,57127,3,0,4478239,Xizmat,Viloyat,0.47,1,63,1,0.75,24,0
71141442,73655637,3093010,25185,4,5,0,Ishlab chiqarish,Toshkent,0.38,0,76,0,0.42,100,1
114341677,109217173,68176097,499650,15,6,2722865,Savdo,Toshkent,0.68,1,96,0,0.16,66,0
75003533,43715393,50858128,256250,15,10,3289487,Xizmat,Toshkent,0.3,0,12,0,0.23,48,0
56964974,42254528,38743039,204477,11,5,0,Ishlab chiqarish,Viloyat,0.5,0,94,0,0.31,48,0
225517333,154620153,126410738,1004081,1,10,34010644,Savdo,Viloyat,0.33,1,1,1,0.7,87,1
102611576,62450927,19845489,101962,5,1,0,Savdo,Viloyat,0.8,0,88,0,0.33,12,0
50042839,45999768,1397891,12375,0,10,0,Xizmat,Viloyat,0.53,1,20,0,0.3,68,1
87803989,79431614,12701076,82911,6,9,32435318,Savdo,Viloyat,0.34,0,34,1,0.79,69,1
301361870,241931670,203560354,1870295,2,8,57310757,Ishlab chiqarish,Toshkent,0.37,0,111,0,0.02,66,1
97676708,70096994,18849058,142098,3,1,40862638,Savdo,Viloyat,0.53,0,5,1,0.37,42,0
46850644,31059406,29679352,299343,9,7,0,Xizmat,Toshkent,0.5,1,111,0,0.52,39,0
74432573,43302021,20341012,112907,13,7,54949251,Ishlab chiqarish,Toshkent,0.42,1,53,0,0.19,35,0
82226488,76427223,21637805,108639,9,0,9706695,Xizmat,Toshkent,0.77,0,63,1,0.26,25,1
16785372,16051858,4622011,24549,4,8,0,Xizmat,Viloyat,0.26,0,83,0,0.24,81,1
209283517,127734418,125927310,1183693,0,2,0,Xizmat,Toshkent,0.29,0,3,0,0.54,52,0
152364710,129316181,24665660,144068,13,0,9928696,Xizmat,Viloyat,0.52,0,45,0,0.1,12,0
83535237,57361739,36848658,447292,9,5,0,Xizmat,Viloyat,0.64,1,16,1,0.46,41,0
208268259,169675371,41315314,466543,5,9,54297991,Ishlab chiqarish,Viloyat,0.94,0,20,1,0.5,45,1
44667950,33666261,377449,4631,13,0,0,Ishlab chiqarish,Viloyat,0.84,1,38,1,0.86,17,0
44568282,42334898,1961961,17225,2,7,0,Xizmat,Toshkent,0.39,0,55,1,0.53,74,1
106740092,86809544,42744830,333437,9,7,39061975,Savdo,Viloyat,0.4,1,8,1,0.48,64,0
38946888,27649836,25598946,304224,12,6,50901770,Xizmat,Toshkent,0.57,0,109,0,0.18,46,0
288044965,285909789,111649190,721372,12,8,1464096,Ishlab chiqarish,Toshkent,0.43,1,88,1,0.71,95,1
288316047,171360957,53555122,611414,11,6,0,Ishlab chiqarish,Viloyat,0.38,0,28,0,0.06,33,0
70218843,43299095,27797230,318405,10,3,0,Savdo,Viloyat,0.86,0,105,1,0.28,20,0
81737185,64302551,13546300,162527,1,2,0,Xizmat,Toshkent,0.86,0,3,1,0.79,34,0
26503016,17079853,14120853,89157,2,9,0,Xizmat,Toshkent,0.92,1,114,1,0.35,35,0
121312903,108577690,10770937,85279,6,8,0,Xizmat,Toshkent,0.56,0,4,0,0.24,28,1
64135173,40236017,34724050,286255,14,7,0,Xizmat,Viloyat,0.89,1,27,0,0.43,31,0
273793691,191482786,91638672,1094289,12,0,23485367,Ishlab chiqarish,Toshkent,0.5,0,22,1,0.41,27,0
197899204,180872562,5207815,44510,8,0,46325159,Xizmat,Toshkent,0.34,1,61,0,0.4,28,0
39568861,40083329,23317935,191737,6,8,45450209,Xizmat,Viloyat,0.42,1,82,1,0.88,100,1
119216842,82422024,37371101,275161,15,9,57280369,Xizmat,Viloyat,0.32,0,108,0,0.32,41,1
38355437,32989911,8457214,62176,4,6,53014573,Ishlab chiqarish,Viloyat,0.81,0,38,0,0.33,51,1
189935264,140647634,17385459,107391,3,5,42333547,Savdo,Toshkent,0.87,0,72,1,0.78,50,1
148092524,113804468,72462894,861877,15,4,0,Ishlab chiqarish,Toshkent,0.82,1,44,1,0.93,34,0
23611822,22128423,8699748,102808,1,5,45108272,Xizmat,Viloyat,0.7,1,9,1,0.59,97,1
500068104,418940692,129544901,944978,12,0,51535547,Ishlab chiqarish,Toshkent,0.63,1,66,0,0.32,12,0
164185664,122057311,101551433,920241,4,3,0,Xizmat,Viloyat,0.85,1,7,0,0.47,41,0
126537869,70064588,37086511,284544,10,7,45661599,Xizmat,Toshkent,0.6,1,42,0,0.25,26,0
87065321,89941206,15526880,127819,13,8,0,Xizmat,Viloyat,0.62,1,38,1,0.29,94,1
80884104,51568675,14533374,105643,0,2,0,Xizmat,Viloyat,0.68,1,26,1,0.63,29,0
28484077,18990066,6346086,54098,13,3,4058947,Ishlab chiqarish,Viloyat,0.26,0,104,1,0.3,28,0
47009281,44595674,10950773,58738,2,3,0,Ishlab chiqarish,Viloyat,0.27,1,75,0,0.29,75,1
412785496,327089356,244056788,2723556,4,8,0,Ishlab chiqarish,Toshkent,0.84,1,27,0,0.27,36,0
