oylik_daromad_uzs,oylik_xarajat_uzs,sof_foyda_uzs,kredit_miqdori_uzs,kredit_oylik_tolovi,soliq_qarzi_uzs,xodim_soni,biznes_yoshi_yil,kech_tolovlar_soni,sohasi,hudud,foyda_margini,qarz_daromadga_nisbati,xarajat_nisbati,kredit_yuklama,bankrotlik_riski
24624497,31345554,-6721057,73458386,3516177,40901851,16,1,9,Savdo,Viloyat,-0.2729419000924161,2.983142599826506,1.272941900092416,0.14279183042804894,1
237635873,309581126,-71945253,0,0,0,17,12,6,Ishlab chiqarish,Viloyat,-0.30275417634441076,0.0,1.3027541763444108,0.0,1
199046414,199333576,-287162,0,0,22277635,32,7,3,Savdo,Viloyat,-0.0014426886384398766,0.0,1.0014426886384398,0.0,1
286687322,205734084,80953238,432116879,18987930,0,39,11,2,Ishlab chiqarish,Viloyat,0.282374670199054,1.5072758571444607,0.717625329800946,0.06623219285574128,0
279067166,208026934,71040232,293229233,6763901,3929209,62,12,8,Ishlab chiqarish,Toshkent,0.2545632043290969,1.0507478798132777,0.7454367956709032,0.02423753785495496,0
54182282,35370236,18812046,0,0,10792772,50,13,1,Savdo,Toshkent,0.3471992191100404,0.0,0.6528007808899595,0.0,0
279219704,218269739,60949965,189768789,5366444,0,51,7,4,Ishlab chiqarish,Toshkent,0.21828676173942224,0.6796396754292097,0.7817132382605778,0.019219431591403737,0
365689277,349541072,16148205,103633203,3105526,21810196,61,7,5,Ishlab chiqarish,Viloyat,0.044158267730666875,0.28339141866607154,0.9558417322693331,0.00849225338373813,1
237628926,299096686,-61467760,313803247,9019786,24318913,78,13,3,Ishlab chiqarish,Toshkent,-0.2586712023434386,1.3205599683600808,1.2586712023434385,0.037957441258645426,1
125456547,93627774,31828773,0,0,0,47,10,7,Xizmat,Viloyat,0.2537035631946733,0.0,0.7462964368053268,0.0,0
30253704,32167098,-1913394,0,0,0,17,6,10,Xizmat,Viloyat,-0.06324495010594405,0.0,1.063244950105944,0.0,1
277165521,170094788,107070733,157590299,5678139,58071684,9,4,5,Ishlab chiqarish,Viloyat,0.38630610551303024,0.5685782936904334,0.6136938944869698,0.020486455095545596,0
261119150,189899565,71219585,223149245,8998305,14408946,7,2,0,Savdo,Toshkent,0.27274746030691355,0.8545878193920285,0.7272525396930865,0.03446053267253665,0
202056333,180993924,21062409,150426957,4773652,75604196,45,3,8,Xizmat,Toshkent,0.10424028134767743,0.7444802880788696,0.8957597186523226,0.023625352044768625,0
172514647,130581357,41933290,245998342,5965522,11465303,14,4,8,Xizmat,Toshkent,0.24307089704678814,1.425956266774264,0.7569291029532118,0.034579800056049735,0
37630264,31672264,5958000,0,0,0,2,15,5,Xizmat,Viloyat,0.15833000799569197,0.0,0.841669992004308,0.0,0
219380491,218879465,501026,174031718,4691140,0,28,3,10,Ishlab chiqarish,Toshkent,0.0022838220377581343,0.793287120503345,0.9977161779622419,0.021383578724873946,0
70051883,66226365,3825518,0,0,36828464,12,13,5,Xizmat,Toshkent,0.05460978115320612,0.0,0.9453902188467939,0.0,0
54258678,40445385,13813293,443118808,16798246,56343182,8,10,5,Savdo,Viloyat,0.25458218867772636,8.166782242648816,0.7454178113222737,0.30959556368107605,1
127845096,119408304,8436792,228082759,5361876,0,33,11,6,Xizmat,Toshkent,0.0659923005572306,1.7840555964696527,0.9340076994427694,0.04194041201236221,0
447544012,337498224,110045788,0,0,19619776,41,13,2,Ishlab chiqarish,Toshkent,0.24588819210924892,0.0,0.754111807890751,0.0,0
26595352,28582380,-1987028,102379404,4551427,63919371,32,5,6,Xizmat,Viloyat,-0.0747133559277576,3.8495224278287425,1.0747133559277575,0.17113618199149988,1
143030905,109673901,33357004,218395879,4582131,8544493,11,15,7,Xizmat,Viloyat,0.23321535999510035,1.5269139141642152,0.7667846400048997,0.03203595055208523,0
431684832,441944971,-10260139,122339479,4452006,36873050,88,15,3,Ishlab chiqarish,Toshkent,-0.023767661588813944,0.28339999446633324,1.023767661588814,0.010313093419043271,1
96284810,76037844,20246966,0,0,79500369,45,9,5,Savdo,Viloyat,0.21028203721853947,0.0,0.7897179627814606,0.0,0
102849621,116076494,-13226873,0,0,11860013,19,13,9,Savdo,Toshkent,-0.1286040033147035,0.0,1.1286040033147036,0.0,1
184823171,209852108,-25028937,0,0,0,23,8,5,Ishlab chiqarish,Toshkent,-0.1354209911267024,0.0,1.1354209911267024,0.0,1
321058591,230542996,90515595,301419110,6711243,27662305,70,7,4,Ishlab chiqarish,Viloyat,0.28192858729639164,0.938828981530041,0.7180714127036083,0.020903483626139755,0
105076017,103975608,1100409,150005047,5856979,0,35,11,6,Xizmat,Viloyat,0.010472503920661553,1.4275859637884827,0.9895274960793384,0.05574039792543716,0
163112631,197065947,-33953316,403945228,17631849,0,7,6,10,Xizmat,Toshkent,-0.2081587170278677,2.4764803652759424,1.2081587170278676,0.10809615964075768,1
83956750,45737539,38219211,0,0,0,18,14,1,Savdo,Toshkent,0.45522499382122344,0.0,0.5447750061787766,0.0,0
129898701,151774447,-21875746,0,0,0,46,11,1,Xizmat,Toshkent,-0.16840619522438488,0.0,1.168406195224385,0.0,0
38680579,30202732,8477847,0,0,0,28,0,2,Savdo,Viloyat,0.219175803960949,0.0,0.7808241960390511,0.0,0
127420535,153497441,-26076906,0,0,38935292,44,15,2,Savdo,Toshkent,-0.20465230349252575,0.0,1.2046523034925258,0.0,1
510832623,454544926,56287697,90634183,4313899,21672080,32,2,1,Ishlab chiqarish,Toshkent,0.11018814082279157,0.17742442224564034,0.8898118591772084,0.008444838496542144,0
231808234,211304477,20503757,116514649,3298416,46654207,39,3,9,Savdo,Toshkent,0.08845137485495877,0.5026337804721811,0.9115486251450412,0.014229071776630678,0
230873169,244109330,-13236161,0,0,27300017,54,9,1,Ishlab chiqarish,Toshkent,-0.05733087589749331,0.0,1.0573308758974933,0.0,1
17122400,24066576,-6944176,405146898,12544309,23915732,50,7,1,Xizmat,Toshkent,-0.4055609026771948,23.661805471195628,1.4055609026771947,0.7326256249123955,1
61713235,46766535,14946700,53998062,2098209,17812413,94,0,6,Ishlab chiqarish,Toshkent,0.24219602164754447,0.8749834942212963,0.7578039783524555,0.03399933579887685,1
242695506,165917854,76777652,91708731,3309924,69355131,88,2,10,Ishlab chiqarish,Toshkent,0.3163538265104917,0.37787568674633804,0.6836461734895083,0.0136381758960135,0
67929825,48742758,19187067,171701077,6587982,50756104,48,2,10,Xizmat,Viloyat,0.28245423862051755,2.5276243093515993,0.7175457613794824,0.09698217241101387,1
81223938,54846288,26377650,260181499,11623662,9698884,9,5,4,Savdo,Toshkent,0.32475216850480704,3.2032613218039243,0.675247831495193,0.14310635862053375,0
123449027,112762150,10686877,204793754,7951319,60547805,24,3,0,Savdo,Viloyat,0.0865691472805209,1.6589337233091355,0.9134308527194791,0.06440973406781084,0
306196529,327595244,-21398715,0,0,0,10,15,0,Ishlab chiqarish,Toshkent,-0.06988555706325462,0.0,1.0698855570632546,0.0,0
109466895,110975203,-1508308,118985674,3181136,57934507,21,7,4,Savdo,Viloyat,-0.013778667970805238,1.0869557778175767,1.0137786679708052,0.029060256071024942,1
123275411,101379186,21896225,265912843,9432785,0,64,2,4,Ishlab chiqarish,Viloyat,0.1776203771894137,2.157063122669289,0.8223796228105863,0.07651797648437773,0
148050096,106447223,41602873,0,0,54714424,32,9,3,Xizmat,Toshkent,0.2810053767205933,0.0,0.7189946232794068,0.0,0
147923385,145010467,2912918,105151176,2107635,55251376,47,7,4,Savdo,Toshkent,0.019692072352184207,0.7108489033022061,0.9803079276478158,0.014248152852910985,1
182003777,114999530,67004247,74971649,1598171,8766930,45,3,5,Savdo,Toshkent,0.368147563223372,0.4119235888165112,0.631852436776628,0.008780977111260718,0
434484177,267994266,166489911,0,0,0,35,14,4,Ishlab chiqarish,Toshkent,0.3831898140677284,0.0,0.6168101859322715,0.0,0
93127094,74461965,18665129,0,0,0,10,8,1,Xizmat,Viloyat,0.20042640866684833,0.0,0.7995735913331516,0.0,0
94975189,90952426,4022763,105736924,3548268,0,6,5,2,Xizmat,Viloyat,0.04235593571706396,1.1133110143113272,0.957644064282936,0.037359946711977586,0
205200093,177970173,27229920,290987939,10302075,23722503,27,9,0,Ishlab chiqarish,Toshkent,0.1326993550631578,1.418069235475444,0.8673006449368422,0.05020502110591149,0
40719856,45233064,-4513208,0,0,7648241,44,12,10,Xizmat,Toshkent,-0.11083555894696681,0.0,1.1108355589469667,0.0,1
82396423,62556912,19839511,169032689,7484591,0,10,2,7,Ishlab chiqarish,Viloyat,0.24078121692248702,2.0514566390824998,0.759218783077513,0.09083635827249442,0
123075692,117132965,5942727,67505459,1784944,7279749,29,1,2,Savdo,Viloyat,0.04828513984711132,0.5484873406196246,0.9517148601528886,0.014502815064407681,0
477236709,385123713,92112996,57550897,1812304,43385386,72,1,3,Ishlab chiqarish,Toshkent,0.1930132243871458,0.12059193250366665,0.8069867756128543,0.0037974949659624778,0
138339122,145637675,-7298553,53715040,1700158,7033619,39,0,3,Xizmat,Viloyat,-0.05275841637913532,0.3882852458757111,1.0527584163791353,0.012289784519522973,1
189161469,208712386,-19550917,0,0,23040712,35,0,0,Xizmat,Toshkent,-0.1033557050669764,0.0,1.1033557050669764,0.0,1
264125906,274971574,-10845668,226997423,10030177,54077528,8,7,5,Ishlab chiqarish,Viloyat,-0.04106249237058935,0.8594288475436408,1.0410624923705893,0.03797498379428181,1
360132089,269026213,91105876,211507625,5618545,0,47,4,9,Ishlab chiqarish,Toshkent,0.25297905624844225,0.5873056899408927,0.7470209437515578,0.015601345094244018,0
72293756,79013833,-6720077,0,0,0,50,6,1,Savdo,Viloyat,-0.09295515092617404,0.0,1.0929551509261741,0.0,0
181963214,167294750,14668464,0,0,59317740,32,11,10,Savdo,Viloyat,0.08061224946268536,0.0,0.9193877505373147,0.0,0
84951319,81921169,3030150,494060550,11768745,30120655,37,10,6,Savdo,Viloyat,0.03566925193945488,5.815807874625231,0.9643307480605451,0.13853516506318164,1
186530152,153395089,33135063,38876833,1163780,3610757,21,1,2,Savdo,Viloyat,0.17763917867820103,0.20842117257267875,0.822360821321799,0.006239098545311859,0
272956930,191437507,81519423,144081570,3991021,0,11,2,6,Ishlab chiqarish,Viloyat,0.29865306222487187,0.5278545959613482,0.7013469377751281,0.014621431300535215,0
139109531,161568213,-22458682,393144384,9059169,68792647,92,14,3,Ishlab chiqarish,Viloyat,-0.1614460334856567,2.8261498775378664,1.1614460334856567,0.06512256158781816,1
24580830,17210590,7370240,95662267,4461490,0,36,5,1,Xizmat,Toshkent,0.2998369054258949,3.8917427523806154,0.7001630945741051,0.18150282150765454,0
68686978,61319292,7367686,0,0,2797032,31,10,3,Ishlab chiqarish,Viloyat,0.10726466958555085,0.0,0.8927353304144492,0.0,0
184885928,161051735,23834193,395097879,9722449,13107409,16,13,4,Ishlab chiqarish,Viloyat,0.12891296410617037,2.1369818853925975,0.8710870358938296,0.05258620331559252,0
34253342,32109888,2143454,162013383,7055082,62822731,17,15,1,Savdo,Toshkent,0.06257649253611516,4.729856228335326,0.9374235074638848,0.20596769798403905,0
121066062,100830862,20235200,349676091,9366867,0,10,12,10,Savdo,Viloyat,0.16714180395163097,2.888308128829696,0.8328581960483691,0.07736988256874168,0
173824838,139645732,34179106,66370199,3001520,28461122,35,3,10,Savdo,Viloyat,0.19662958638856892,0.38182229745555696,0.803370413611431,0.017267497755412836,0
389410734,291243526,98167208,0,0,0,26,15,3,Ishlab chiqarish,Toshkent,0.25209168476593663,0.0,0.7479083152340634,0.0,0
141204160,169003279,-27799119,179391528,5308641,0,25,6,8,Savdo,Toshkent,-0.19687181312505242,1.2704408142083066,1.1968718131250524,0.03759550001926289,1
214827509,172205246,42622263,476030893,11127491,39945516,80,12,9,Ishlab chiqarish,Viloyat,0.19840225862321942,2.215874937133866,0.8015977413767805,0.05179732824626291,1
141619333,148952217,-7332884,225768227,7804253,0,12,3,4,Savdo,Toshkent,-0.05177883446181744,1.5941907239458613,1.0517788344618175,0.05510725714263885,1
32715473,27711955,5003518,126462890,6022801,13497036,20,12,4,Savdo,Viloyat,0.15294041446382267,3.86553756994435,0.8470595855361773,0.18409640600336116,0
80257513,107236108,-26978595,244643751,9333005,3995969,14,8,6,Xizmat,Toshkent,-0.3361503987794887,3.0482348861221253,1.3361503987794887,0.11628824082799576,1
74706875,73783375,923500,372083642,8955865,65184252,8,15,2,Ishlab chiqarish,Viloyat,0.012361646769457295,4.980580997398165,0.9876383532305427,0.119880064585756,0
93836455,60228314,33608141,297757434,10467302,38312966,2,6,3,Savdo,Toshkent,0.3581565501382165,3.173153056559948,0.6418434498617834,0.11154835292957305,0
57376592,71925995,-14549403,0,0,47358373,45,11,1,Xizmat,Viloyat,-0.25357732993273635,0.0,1.2535773299327364,0.0,1
33809745,26579506,7230239,0,0,23739679,42,9,6,Savdo,Viloyat,0.21385074037086052,0.0,0.7861492596291395,0.0,0
426717421,393443650,33273771,36937635,1528561,24802446,59,0,6,Ishlab chiqarish,Toshkent,0.07797612509473804,0.08656228497406485,0.9220238749052619,0.003582138728758393,1
71005293,67278956,3726337,0,0,64327104,24,11,8,Xizmat,Viloyat,0.05247970739308125,0.0,0.9475202926069187,0.0,0
160299464,208758177,-48458713,240202177,6161378,0,39,9,6,Xizmat,Toshkent,-0.30230115429456456,1.4984590154337634,1.3023011542945646,0.038436672501911795,1
78578953,102271116,-23692163,0,0,77517703,29,10,5,Ishlab chiqarish,Toshkent,-0.30150774597365787,0.0,1.301507745973658,0.0,1
259217212,245187722,14029490,0,0,10857757,21,7,4,Ishlab chiqarish,Viloyat,0.05412252485764719,0.0,0.9458774751423528,0.0,0
92522887,80753359,11769528,162869744,7108077,12117158,79,5,4,Ishlab chiqarish,Viloyat,0.12720666617331125,1.7603184388312483,0.8727933338266888,0.07682506707772749,0
34983937,43882800,-8898863,138233657,6453131,38040711,25,14,8,Savdo,Viloyat,-0.25436996985216387,3.951346499394851,1.2543699698521638,0.18445982794903845,1
56555592,44133493,12422099,0,0,0,50,9,1,Xizmat,Toshkent,0.21964404510167623,0.0,0.7803559548983238,0.0,0
115960910,80707014,35253896,0,0,0,40,15,6,Xizmat,Toshkent,0.3040153444811704,0.0,0.6959846555188296,0.0,0
125378403,113503986,11874417,0,0,0,2,13,10,Xizmat,Viloyat,0.09470863175693824,0.0,0.9052913682430618,0.0,0
207653621,185754860,21898761,59505021,1488256,28643611,42,0,7,Ishlab chiqarish,Toshkent,0.10545812249524895,0.2865590338056277,0.894541877504751,0.007167012031059164,1
149821655,125403180,24418475,0,0,45053951,9,10,3,Xizmat,Toshkent,0.16298361541927966,0.0,0.8370163845807204,0.0,0
127504543,156581779,-29077236,0,0,33218566,18,0,10,Ishlab chiqarish,Toshkent,-0.22804862725557942,0.0,1.2280486272555795,0.0,1
154600462,119556532,35043930,0,0,58244205,7,0,10,Savdo,Toshkent,0.2266741609090405,0.0,0.7733258390909595,0.0,1
387058880,239340338,147718542,0,0,43330951,30,8,4,Ishlab chiqarish,Toshkent,0.3816435938635486,0.0,0.6183564061364514,0.0,0
90142327,70370455,19771872,469476661,14045853,30855597,6,6,1,Xizmat,Viloyat,0.21934059900628036,5.208171084822339,0.7806594009937197,0.15581862003628993,0
190938658,197076891,-6138233,345216449,9639738,0,3,15,4,Savdo,Toshkent,-0.03214767016954733,1.8079966237114748,1.0321476701695473,0.050486046675786315,1
256129289,320272666,-64143377,0,0,39287493,87,11,2,Ishlab chiqarish,Viloyat,-0.2504335886396811,0.0,1.2504335886396811,0.0,1
75346222,102893707,-27547485,0,0,14447861,18,10,6,Xizmat,Viloyat,-0.36561202763424555,0.0,1.3656120276342456,0.0,1
50416421,53298158,-2881737,155680551,7369419,68181147,29,15,2,Xizmat,Toshkent,-0.05715869835345908,3.087893743984723,1.057158698353459,0.14617100646632572,1
60461582,52011524,8450058,134003280,5313123,77282769,34,12,9,Xizmat,Toshkent,0.13975912836683632,2.216337640652539,0.8602408716331637,0.08787601687299548,1
341875238,291079693,50795545,0,0,53202855,91,7,10,Ishlab chiqarish,Viloyat,0.14857918724139946,0.0,0.8514208127586006,0.0,0
31988486,23255414,8733072,0,0,26213806,16,12,5,Savdo,Toshkent,0.2730067312344823,0.0,0.7269932687655177,0.0,0
205431831,190285042,15146789,407645785,9229343,17725412,8,8,7,Savdo,Toshkent,0.07373146082702246,1.984336035051939,0.9262685391729776,0.044926547921388095,1
131969594,90576642,41392952,73135676,3415679,43881552,43,0,7,Savdo,Viloyat,0.31365521970159277,0.5541858073762052,0.6863447802984072,0.025882318013344802,1
99567815,80819784,18748031,484752869,20106291,36538887,15,10,0,Xizmat,Toshkent,0.18829408880771362,4.868569918904015,0.8117059111922864,0.20193564556980587,0
100339349,110776398,-10437049,175403082,4070902,0,8,10,6,Xizmat,Viloyat,-0.10401750762803932,1.7480986646624546,1.1040175076280394,0.04057134155813588,1
123771275,108155830,15615445,0,0,26908892,43,6,9,Xizmat,Toshkent,0.1261637241759043,0.0,0.8738362758240957,0.0,0
29662322,28455194,1207128,259669967,12369344,76427100,12,4,2,Xizmat,Toshkent,0.04069566772284382,8.754202283961451,0.9593043322771562,0.41700524995986493,1
142957084,175821473,-32864389,235895722,10113142,10180354,19,3,7,Xizmat,Viloyat,-0.22988989478828487,1.6501156528906256,1.2298898947882848,0.07074250339353592,1
190768691,187188718,3579973,238305945,8682481,77773079,36,4,10,Savdo,Viloyat,0.018766040597301158,1.2491879236095402,0.9812339594026989,0.04551313401841186,1
267262748,243594478,23668270,0,0,66405986,41,6,5,Savdo,Toshkent,0.08855805822964898,0.0,0.911441941770351,0.0,0
131681397,129583277,2098120,285546000,12969223,30857014,7,3,0,Xizmat,Viloyat,0.015933306053853607,2.1684611988130715,0.9840666939461464,0.0984894092519386,0
236059174,194659160,41400014,466892389,11388836,3081476,14,12,8,Savdo,Toshkent,0.17537981387666807,1.977861656840331,0.824620186123332,0.04824568266938018,0
38826037,38640174,185863,50106027,2118101,0,33,1,4,Xizmat,Viloyat,0.004787071109008627,1.290526432043528,0.9952129288909913,0.05455362338422538,1
133414200,144812768,-11398568,94104909,2033989,0,40,1,7,Xizmat,Viloyat,-0.08543744219131097,0.7053590172560342,1.0854374421913109,0.015245671000538174,1
373452563,375260509,-1807946,203883293,6822841,0,27,7,8,Ishlab chiqarish,Viloyat,-0.004841166400028161,0.5459416086535199,1.004841166400028,0.018269632279910207,1
137961912,125645278,12316634,51515354,1541178,0,10,3,5,Xizmat,Toshkent,0.0892756110831517,0.3734027258189927,0.9107243889168483,0.011171039728704252,0
316506194,324612762,-8106568,62662313,2240920,0,69,1,2,Ishlab chiqarish,Viloyat,-0.02561266778873844,0.197981316599447,1.0256126677887385,0.007080177394569409,1
106981973,87098762,19883211,277739992,8000920,71492108,65,13,8,Ishlab chiqarish,Viloyat,0.1858557142145808,2.5961382484505124,0.8141442857854192,0.07478755322637394,1
143605846,117811816,25794030,0,0,23902623,8,0,6,Savdo,Viloyat,0.17961685208831957,0.0,0.8203831479116804,0.0,1
67339351,74364171,-7024820,373125343,12911682,0,46,8,8,Ishlab chiqarish,Viloyat,-0.1043196867163154,5.540970286452568,1.1043196867163154,0.19174051736851458,1
195169770,217562286,-22392516,107223763,4926773,0,35,2,6,Savdo,Toshkent,-0.11473352661121648,0.5493871463803026,1.1147335266112164,0.02524352516273396,1
71265042,59633236,11631806,263195409,7252939,0,38,2,6,Ishlab chiqarish,Toshkent,0.16321895944437947,3.6931909617060215,0.8367810405556205,0.10177414895791403,0
123449431,97082923,26366508,0,0,0,45,12,1,Xizmat,Viloyat,0.21358144615506572,0.0,0.7864185538449343,0.0,0
251984388,236594397,15389991,334975592,10670110,23170190,25,11,8,Ishlab chiqarish,Toshkent,0.06107517660975092,1.3293505786556903,0.9389248233902491,0.04234432968124994,1
170955297,130605311,40349986,491553151,23949329,67146379,10,7,1,Savdo,Viloyat,0.2360265327139878,2.8753315025974304,0.7639734672860122,0.1400911783388613,0
150566996,151235514,-668518,66150987,1743217,0,11,1,2,Savdo,Viloyat,-0.004440003571566242,0.4393458643486518,1.0044400035715662,0.011577683332408386,1
159605433,109760132,49845301,129199497,5082738,49505370,13,7,4,Ishlab chiqarish,Viloyat,0.3123032848136191,0.809493101654002,0.6876967151863809,0.03184564525444444,0
112539926,88329771,24210155,126540918,4882641,7492734,29,3,5,Savdo,Viloyat,0.21512503038255062,1.1244091097056523,0.7848749696174494,0.043385855789526646,0
490328190,479207326,11120864,0,0,44866338,99,9,10,Ishlab chiqarish,Toshkent,0.022680450006351868,0.0,0.9773195499936481,0.0,1
44501058,48543663,-4042605,339099740,14663693,0,12,13,10,Xizmat,Viloyat,-0.09084289636439655,7.62003770786753,1.0908428963643966,0.3295133567386196,1
67691352,80780563,-13089211,55001030,2501865,32093409,38,2,6,Xizmat,Toshkent,-0.1933660742955762,0.8125266873085945,1.1933660742955763,0.0369598911246447,1
167202814,203740245,-36537431,179796726,5713032,69567436,19,6,2,Savdo,Viloyat,-0.2185216272735697,1.0753211725252423,1.2185216272735697,0.03416827661764114,1
301427025,220380735,81046290,0,0,0,62,14,2,Ishlab chiqarish,Toshkent,0.2688753272869279,0.0,0.7311246727130721,0.0,0
450131026,266056237,184074789,120962823,3759894,0,71,5,5,Ishlab chiqarish,Toshkent,0.40893601722090583,0.2687280280919805,0.5910639827790942,0.00835288789891146,0
23132795,13605688,9527107,379909944,17113487,68831298,37,12,2,Xizmat,Viloyat,0.4118441805237975,16.423002235570756,0.5881558194762025,0.7397933107521162,1
265719296,226380244,39339052,235069426,11560766,8479257,50,12,5,Ishlab chiqarish,Viloyat,0.1480474041298077,0.884653201851024,0.8519525958701922,0.043507438767262124,0
186809940,179631879,7178061,0,0,0,24,15,9,Xizmat,Toshkent,0.03842440611029584,0.0,0.9615755938897041,0.0,0
364835986,395260645,-30424659,106560411,4019855,0,36,3,0,Ishlab chiqarish,Toshkent,-0.08339270293364098,0.2920775775665945,1.083392702933641,0.01101825245933936,0
159944634,94490850,65453784,119326044,5688678,57209712,77,4,10,Ishlab chiqarish,Toshkent,0.40922775815036094,0.7460459348701877,0.5907722418496391,0.035566544858266394,0
98081940,73206273,24875667,0,0,57566096,23,0,9,Ishlab chiqarish,Viloyat,0.2536212782903764,0.0,0.7463787217096236,0.0,1
135638285,150773818,-15135533,208536905,4601426,0,18,5,0,Ishlab chiqarish,Viloyat,-0.11158746957026182,1.5374487004167001,1.1115874695702619,0.03392424196457512,1
121888996,141871289,-19982293,0,0,65663660,20,6,1,Ishlab chiqarish,Viloyat,-0.16393844937405178,0.0,1.1639384493740519,0.0,1
513205506,307772670,205432836,331658093,10318322,76818016,59,15,3,Ishlab chiqarish,Toshkent,0.4002935151673918,0.6462481191696334,0.5997064848326081,0.020105633862782447,0
34451887,34184945,266942,144999221,5502542,19244585,13,15,0,Xizmat,Viloyat,0.007748254834343327,4.208745401957228,0.9922517451656567,0.15971670869581106,0
376278755,364767508,11511247,0,0,58593180,79,0,4,Ishlab chiqarish,Toshkent,0.03059233838487639,0.0,0.9694076616151236,0.0,1
337302641,314291357,23011284,209357203,7654758,0,52,8,8,Ishlab chiqarish,Viloyat,0.0682214759178242,0.6206805922993055,0.9317785240821758,0.022694035176558252,0
100350375,106605220,-6254845,0,0,26092480,45,15,2,Xizmat,Viloyat,-0.06233006104860096,0.0,1.062330061048601,0.0,1
113376629,130183245,-16806616,63972817,1587942,0,10,3,7,Savdo,Viloyat,-0.1482370409866393,0.5642504770537851,1.1482370409866394,0.01400590239810358,1
95941581,70346131,25595450,315094570,13028585,0,41,13,7,Savdo,Toshkent,0.26678161578346304,3.284233662982894,0.733218384216537,0.13579706384033843,0
254253519,272996872,-18743353,0,0,41373804,3,14,5,Savdo,Toshkent,-0.07371914879966715,0.0,1.0737191487996671,0.0,1
148438229,125704992,22733237,0,0,31031229,95,7,1,Ishlab chiqarish,Toshkent,0.15314947606926785,0.0,0.8468505239307321,0.0,0
339533410,459747659,-120214249,124224510,3327833,7527182,78,2,0,Ishlab chiqarish,Viloyat,-0.3540572016167717,0.3658682955530061,1.3540572016167716,0.009801194527513508,0
142559911,104409546,38150365,162818727,7535802,28284697,45,8,7,Savdo,Viloyat,0.26760934916689166,1.1421073838913942,0.7323906508331083,0.05286059697385754,1
197266862,198401374,-1134512,0,0,17172235,13,12,6,Ishlab chiqarish,Viloyat,-0.005751153480608415,0.0,1.0057511534806085,0.0,1
270531693,237741018,32790675,0,0,10639838,91,7,5,Ishlab chiqarish,Toshkent,0.12120825710427946,0.0,0.8787917428957205,0.0,0
370617374,263446481,107170893,250294794,10135241,63487278,30,2,3,Ishlab chiqarish,Toshkent,0.2891685617523155,0.6753455492348289,0.7108314382476846,0.027346912775870025,0
85000629,61087702,23912927,0,0,75352983,32,7,9,Xizmat,Toshkent,0.28132647112529013,0.0,0.7186735288747098,0.0,0
404020670,332629043,71391627,58555342,2033285,26644388,55,0,3,Ishlab chiqarish,Toshkent,0.17670290730422283,0.14493155016054005,0.8232970926957772,0.005032626177269594,0
134524707,176065029,-41540322,280961901,11404288,0,45,4,8,Savdo,Viloyat,-0.3087932538667414,2.0885524099301698,1.3087932538667413,0.08477467265548476,1
15784391,14514655,1269736,0,0,0,18,14,7,Xizmat,Toshkent,0.08044250804481465,0.0,0.9195574919551853,0.0,0
185482705,153807270,31675435,315066513,10561618,38800600,44,10,3,Xizmat,Toshkent,0.1707729839286094,1.6986301391280658,0.8292270160713906,0.056941254981158484,0
189181542,163023205,26158337,264758419,12913442,0,27,3,6,Ishlab chiqarish,Viloyat,0.13827108460718646,1.3994939263154964,0.8617289153928135,0.0682595239656097,0
152498049,124960026,27538023,0,0,0,14,15,4,Savdo,Viloyat,0.18057951023360305,0.0,0.8194204897663969,0.0,0
375004884,309531445,65473439,238359593,4909030,53561283,82,15,3,Ishlab chiqarish,Toshkent,0.17459356342676327,0.6356173030535783,0.8254064365732368,0.013090576175002564,0
97022472,107148149,-10125677,288808893,6455521,21591139,41,5,2,Xizmat,Viloyat,-0.1043642446051055,2.9767216506295573,1.1043642446051054,0.0665363484039038,1
280421999,303001408,-22579409,69151280,1547146,12530158,45,5,10,Ishlab chiqarish,Viloyat,-0.08051939248888958,0.24659720081376355,1.0805193924888896,0.005517206230314335,1
357856566,384483121,-26626555,294972637,9562916,0,98,9,3,Ishlab chiqarish,Viloyat,-0.074405662854318,0.8242761626455668,1.074405662854318,0.02672276243773043,0
171159638,139705439,31454199,0,0,56643059,15,8,1,Ishlab chiqarish,Toshkent,0.18377112365708556,0.0,0.8162288763429144,0.0,0
118796587,139646709,-20850122,252565440,9798129,0,8,8,0,Ishlab chiqarish,Toshkent,-0.17551111969235278,2.1260327958748513,1.1755111196923527,0.08247820284601273,1
136510403,161180209,-24669806,0,0,0,38,11,9,Xizmat,Viloyat,-0.18071740657010588,0.0,1.1807174065701058,0.0,1
333267056,368612580,-35345524,0,0,28001512,44,14,5,Ishlab chiqarish,Viloyat,-0.10605765965658484,0.0,1.1060576596565848,0.0,1
106142263,90149851,15992412,253954310,9155806,24077730,20,13,0,Xizmat,Toshkent,0.15066959708594116,2.3925842809663855,0.8493304029140588,0.08625975875415431,0
16248331,11167437,5080894,0,0,79467141,25,13,6,Xizmat,Toshkent,0.3127025169538951,0.0,0.6872974830461048,0.0,0
168345121,155016706,13328415,472547911,13486661,25928489,27,7,3,Xizmat,Toshkent,0.07917315881105934,2.8070187492989476,0.9208268411889406,0.08011316823372625,0
109701021,105417698,4283323,182069175,4667103,0,35,2,0,Savdo,Toshkent,0.03904542511049191,1.6596853278147703,0.9609545748895081,0.042543842869065,0
91125164,59266948,31858216,74212069,1819717,17561781,27,5,4,Savdo,Viloyat,0.3496094229251538,0.8143970967229206,0.6503905770748462,0.019969423594123792,0
